"prod","title","format","stars","comment"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","A Worthy Upgrade to an Already-Great Product","Style: Tropical Edition",5,"Over the past few weeks, I’ve been listening to the current-generation of Ultimate Ears’ Bluetooth Speaker lineup; the UE Megaboom, UE Boom2, and UE Roll. This comes after owning the original UE Boom for about two years, and listening to is almost daily in my car, at home, in my office, and in parking lots while putting on ski gear. That’s to say, I have a lot of experience with the Boom, and know how it sounds. First, the flagship of the line is the original Boom – called the Boom2 in its current generation. It’s mid-sized in the lineup, and straddles the line between portability and sound quality.The cool thing about the Boom2 is it’s broad appeal to a bunch of audiences. The speaker is small and portable, so makes a great travel speaker if weight isn’t your primary concern. Think travel like car camping, road trips, tour groups (the kind with rolling luggage, tour busses), etc. The speaker is rugged, coated in rubber, and waterproof – so it’s great for busy families with rowdy kids knocking things over, great to drag around the vacation house out to the edge of the hot tub or to the side of the pool. The Boom2 also has singular, handsome looks, and is right at home (in some of the colors) on the edge of the desk (where I have mine right now), on the kitchen bar, or in the middle of the cocktail table. The one place where it’s not the best is for more permanent installation – yes, the speaker can be powered and charged from MicroUSB, and has a line input port –  but they’re on the bottom of the unit. So if you want to use the Boom2 while plugged in, connected to the aux audio port, have access to the top power and pair buttons, and have it in the “correct” orientation for the side-firing stereo speakers (with treble on top and bass on bottom), then you’ll have to use the tripod screw mount to elevate the speaker up a bit. Kind of weird. But anyway, the Boom2 is great for portability.LikeThe Boom and Boom 2, when Doubled Up, each act as a stereo speaker individually, playing the same audio source. That makes sense, since the Boom and Boom 2 aren’t acoustically identical, so using each as one side of a stereo pair would be weird. I assume that if I were to double up two Boom 2’s, each would act as one side of a stereo pair. I can’t try this because I only own one Boom 2.The sound quality is a definite improvement form the OG Boom. It’s clearer, and gets considerably louder without distorting. I noticed that as the volume is turned up, the Boom2 seems to adjust the EQ accordingly, so nothing gets distorted, but the volume increases. I’m not a huge fan of this, but it works to consistently squeeze acceptable sounding audio out of a relatively small speaker. The only way to do this without a computer controlled EQ would be to just build a bigger speaker… which is not the point here.The pairing process of the Boom2 is a breeze. Additionally, it pairs quickly with my iPhone when I turn it on, and has a much longer Bluetooth range than the original Boom.The volume of the Boom2 is controlled directly from my iPhone. This is a small detail, but important. When I click the volume buttons on my phone, the actual volume of the Boom2 changes. This is in contrast with the other, less-good method of volume control, where I change the volume on my phone, giving the speaker a “hotter” output, but the actual volume setting of the device is independently controlled on the device. With the Boom2, these two volumes are one and the same, which I like a lot.I love squeezing the Boom2 and hearing it tell me how much battery I have left.For the size of this thing, the sound is really really fantastic. Sure it doesn’t have the best most ground shaking bass, but it sounds good in almost all regards. Music sounds smooth and pleasing. Podcasts are clear. And the speakerphone function works as it should. The FLAC files I listened to sounded good too – but no better than the compressed tracks I listened to on Spotify. I’d say if you’re looking for an audiophile grade speaker that will really make your super high end audio tracks shine, this is not the speaker. But for rocking out to Spotify tracks, this thing is really great.Don’t LikeIn “Double Up” mode, paired to my original UE Boom, I experienced a good amount of crackling and sound dropouts on the Boom 2. In this mode, it appeared that my phone was paired over bluetooth to the Boom, and then the Boom was paired to the Boom 2, sending audio data. I’m not sure if this is an issue with the Boom sending audio data to the Boom 2, the Boom 2 receiving the audio stream, or some other linking issue between the Original Boom and Boom 2 – but it was a pain to deal with. Of note, the speakers were about 15 feet from each other, and the Boom was 10 feet from my phone, in a normal living room, both with charged batteries, latest firmware.The color of my Boom 1 is orange rubber and a purple grille. How horribly ugly, and unfitting in any decor. I understand that it’s fun and youthful, but for my desk space, it sticks out like an eyesore. Luckily, Logitech does sell Boom 2 in more subdued colors.The motion activated functions – tap tap for track skipping etc – I don’t care. I never used these except to test that they work. And even when I was using the speaker in a more “dynamic” environment.. with friends rocking out in a parking lot before skiing – my phone was never so far away that I felt I needed to pick up the speaker to change the track. It just seems like an unnecessary feature.On a few tracks, the super low bass does get cutoff. I know this is because of its small size, but still, I really love that deep bass in XX’s “Fantasy”.I wish the audio in, charging ports were all on the top, so i could keep this thing standing up correctly while charging, connecting to external audio, etc. I know it’s easy enough to turn over, but it still seems upside down when I do that.Should you buy it?If you’re looking for a super versatile,  great sounding Bluetooth speaker that will sound great in normal rooms in your house, and have good chops for rocking small parties as well as your campsite, get this one. It’s totally usable in the widest range of situations I can imagine, and looks great doing it."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Stop shopping, just buy this speaker.","Style: Phantom Edition",5,"Put simply, it's the best sound I've heard from a bluetooth speaker. I've tried jazz, hip hop, folk, rock, country - doesn't matter, the range and clarity on this speaker is incredible. I don't have a single complaint. Good battery life, solid speaker, works all the time. Sometimes there's an issue pairing, but that is likely more with the iPad than it is with the speaker as it has happened to other bluetooth devices.The app could use some work, but you only need that if you are linking 2 of them. For just the speaker itself, I'd give it 6 stars if I could."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great Rugged Speaker","Style: Yeti Edition",4,"Awesome speaker, super rugged and love that it's waterproof. The UE Roll is possibly better value depending what you're looking for. I highly recommend adding a small carabiner to the bottom ring so that you can hang it easily from things, like the UE Roll (A carabiner should really be included)ProsSuper loud for its size, great sound, easy connect, nice app, really long battery, rugged, waterproof. If you want a speaker for outdoor activities, and that you don't have to baby, this is it!Negatives (overall great, but here are a few areas for improvement)-Wish there was a dedicated next/play button. The tapping feature is very unreliable.-I love using it for phone calls, e.g. cooking in the kitchen and being able to talk to the person like they are there, but, the unit is giving lots of echo for the person on the other end, very annoying for them. The same thing happens with some bluetooth headphones, but not others. No serious help been given from UE.-Very hard to pair it with a UE Roll, since they each have their own apps - I imagine pairing it with another UE Boom 2 is easier, so this is a weird specific use case."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","UE You nailed it with this one!!!","Style: Green Machine Edition",5,"OMG, this thing is amazing. I have taken it everywhere. The sound is amazing, to test it we cranked up AC/DC full blast and it was clear as a bell, no distortion. I have found that with any music I play is clear and it will rattle the windows with a good base line. I have amazon prime, so I have the amazon music and just download it to my phone and set the speaker by the pool, instant party. Easy 100 ft range, battery life is good as long as you don't crank it up all the way, if you do, it reduces the life to about half, but that's still 5-7 hrsMake sure to download the app and immediately update it, there are some neat features in it. I am seriously considering getting a couple more just to have around the house, so I can pipe music through out."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","UE BOOM 2 Wireless Bluetooth Speaker gets the job done and more!","Style: Phantom Edition",5,"While I have not experimented on various bluetooth speakers like the UE BOOM 2, from my personal experience of using this device, I can easily say that my first experience with this device has been wonderful.The first thing I did was test it on an iPhone 6 and an HTC Android phone and pairing was quite easy.  Click on the button on top and go to your phone settings and it discovers the device and pair it via Bluetooth.  So easy!It's important to note that if you have multiple devices, it's best not to have them all on, if you want to switch one off to use the UE BOOM 2.But it's very easy to use and this thing is quite loud and sounds crystal clear.For my first time testing it over many hours non-stop, while I worked in the garage, this device was going strong for more than 10 hours (it supposedly has a 15 hour battery life) and I was running from my Mac to the garage, which is about 75 ft. and through a wall and still the signal was clear.  I was able to play Internet radio, YouTube and other media from my devices with no problem.It was easy to pause, skip through a song.  I also tested with my iPad, HP Slate and LG Android tablet with no problems.If there was any difficulty, the hardest part was trying to figure out how to open the case in which the speaker was stored.  But other than that, using this speaker right out of the case and also later recharging is quite simple (it comes with a 3 foot USB cord and adapter) and quick.The app for iOS and Android are similar and both are easy to use, pair multiple UE BOOM 2, set sound settings and more.And also updating the speaker was quite easy as well.While I didn't want to chance the waterproof test, everything about this speaker has worked wonderfully.The cylindrical style is quite stylish.JUDGMENT CALL:For its price and its crystal clear sound, the UE BOOM 2 Wireless Bluetooth Speaker is fantastic for those who want something simple and  inexpensive.  Up to 15 hours and ease of use is a plus.  While, I'm not an erudite on Bluetooth speakers, nor do I own anything else to compare it with, I can say that it's not bass heavy, it's more average.  It does deliver with 360 sound and is quite loud.I haven't had problems with Bluetooth pairing, nor did I have a problem nor have I had dropoffs.  The only thing is switching to various Bluetooth devices.  It's first come first serve of which device utilizes the UE BOOM 2 for pairing, but this is easily remedied by turning off a device or unpair it.For those considering it, it shows that the device works for iOS devices but it does work for Android devices as well.  Pretty much most things that have Bluetooth where you can pair it with this speaker.But for my experience alone, I absolutely am enjoying this UE BOOM 2 Wireless Bluetooth Speaker and can easily recommend it!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Better than my other speakers","Style: Phantom Edition",5,"I have both the Boom 2 and the Bose Soundlink mini and find myself using this one the most. The sound is full and rich and can fill easily fill a room and, to my ears,the sound is as good as that which I get from my Bose Soundlink mini.  It also  holds a charge better than the Bose and therefore is better to take on a trip.. Also, the Bose is not the type of speaker to take outside or on a trip. In summary, I am really glad I purchased this speaker."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","GREAT Portable Speaker with Many Features (I list them)","Style: Phantom Edition",5,"My first experience with Ultimate Ears was with their 350 series headphones. Those amazing headphones, on sale for only $10 sounded like $250 headphones! I bought the Boom 2 from Best Buy. Here is what I LOVE about this speaker* Inviting to grab and move. Unlike bigger and bulkier speakers called portable, in real life, those kind of speakers do not ""invite"" you to grab and take with you like the Boom 2. It is a pleasure to hold in the hand.* Great Bluetooth connectivity. I love how it instantly connects with no problem when I turn it on, or turn on my cell's Bluetooth* Great battery life. 15 Hours is solid.* 360 degree sound distribution. How many portables can claim that?* Lightweight.* Stereo Imaging. Very important to consider when comparing sound quality, and most portables lack this feature.* Great sound. I listen to a lot of I heart radio news and ESPN radio. Great sound with spoken word as well as music.* Great volume. Although I rarely listen at high volumes, this is capable of big volume.* Track controls and pause/play with a ""tap"" or 2. (I have not figured out how to do this yet, but I am sure I will.)* Truly portable. If you cannot carry it comfortably around the block, then it is not really portable.* Very high quality construction.* Replaceable battery. It does take some tools and work,but the battery can be user replaced. The instructions to do so are in the box. So a couple years down the road when the battery starts to lose its full strength, you can replace the battery.* Can be used as speakerphone for phone calls.* Can be used for ""ok google"" commandsAs a portable speaker addict who has been through virtually all the big name portables: Marshall, Bose, JBL, Monster, etc...I consider this my favorite ""larger than shirt pocket"" size speaker. My favorite truly shirt pocket sized speaker is the Harmon Kardon Esquire"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Decent sound, beautiful-looking, slightly pricey speaker.","Style: Tropical Edition",4,"PEOPLE - Please note that you CANNOT get loud, deep bass from a small speaker cone.  It's against the laws of physics.  Therefore, I am being reasonable when I review small speakers. Overall, this very cool-looking speaker sounded pretty darn good. Of course, it sounds better indoors, where is does not ""work"" as hard. The battery lasts a pretty long time. It's an object of beauty (in my opinion). The only down side is - $179 is a tad pricey. The UE Boom 2 would sell out of it was $149. Overall, I'm pretty happy with it."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Love it!","Style: Tropical Edition",5,"Amazing sound and I am absolutely in love with this speaker!BOOM 2 has made my life so much more fun because I love music and play it all day long! I can have this play music anywhere, and not only that but with a good quality sound. I also love the bright and fun modern orangey color! The battery lasts up to 15 hours.It is absolutely amazingly easy to operate the speaker. My only complaint is towards Apple - if the wifi signal is not as strong as 30-50 mbps the stupid Mac Pro Retina (which I paid for more than $3500) has trouble transmitting the sound?! It's very annoying to have a ""super computer"" in hands, which cannot perform the simplest of things. Thankfully most of the time my home wifi signal is around 50 mbps and I don't have that problem at home. Only when I travel the Mac becomes useless for playing music and I have to use my phone.You have to trust Logitech to make a product with a very good quality sound!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Unimpressed","Style: Phantom Edition",2,"I've had this speaker for a while now and I waited to do a review because I thought I would warm up to itit somehow. It's now safe to say I'completely unimpressed. I bought it primary for biking to put in my bottle cage. I have used a Big Jambox for like 3 years and it's great but kind of bulky. I need a large rack to carry it. My new bike doesn't have room so I tried the UE Boom.The good:The speaker is plenty loud and the sound quality is decent. Not great but good enough for a ride or mood music on the deck. The small size of the speaker is great. I can toss it in shoe and into a suitcase and travel with it easily.The Bad:They advertise these speakers can be linked up to one another, up to 100 feet away. IF you can get them to link, which is usually about 30% of the time it's great. However bikes must be huge at the UE factory because real life is 2 bike lengths. Not 3!  2 bikes between the 2 speakers before the music starts skipping all over on the slave speaker. That's what....12 feet?? Pretty short of 100 foot advertised range.The battery life on this speaker is also absolutely awful. I had it plugged in overnight. Left on a ride at 100% charge. An hour and 52 minutes later (recorded on my bike computer) the lovely voice came in and said battery level critical. Then it turned off. NOT EVEN 2 HOURS?! Unacceptable for a speaker at this price point and especially one that claims such a high battery. That's just plan comical. My Big Jambox might have been bulky but at least the claims of 20 hours were closer to accurate. I've gotten 15+ more than once.All in all I gotta be honest, I'm sorry I bought this. A friend keeps telling me he Megaboom is better. It's fit a better battery life. Sorry man, I'm so unimpressed with the Boom 2, there is no way I'm going back to pay double for its big brother."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Awesome sound...","Style: Phantom Edition",5,"I'm very impressed with the sound. It's also a perfect size and weight for moving around and sitting in different places in the house. It also seems to be solidly constructed. I liked mine so much that I dropped another 200 balloons to get one for my father as a Christmas gift... Only real con is the lack of a straight out pause/stop button on the device."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Perfect speaker accessory!","Style: Cherrybomb Edition",5,"Absolutely LOVE the UE Boom, it has a great quality sound and its the perfect size for carrying around or traveling with. I love the Cherry color I chose, I was going to get the standard black one but wanted to get something a little more fun and interesting. This Cherry color pops in person and is even more vibrant in real life than the picture you see online, which is exactly what I was hoping for. This is a great speaker accessory that I can use at home or travel with and looks appealing!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","BOOM-TASTIC!","Style: Phantom Edition",5,"This is a totally unbiased review:This thing is awesome. Been wanting to buy a bluetooth speaker for a long time, but never had the patience to check them out. Then I saw a review (a few actually) on sites like CNET that recommended this one; they said the original was great/one of the best out there and then they went ahead and made it better. Trusting the site(s), I decided to just get this one and try it out. These types of speakers usually suffer from muffled sound, too much bass, too little bass, etc., etc., but HOLY MOLY! THIS THING ROCKS! The sound is clear, it feels substantial and well constructed. HIGHLY recommended!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great Quality and Value.","Style: Tropical Edition",5,"I got this to replace my Big Jambox, which I loved. The demise of my jambox was repeated use at the beach which led to sand/water eventually ruining it. I decided to try a different speaker, one that would hopefully stand up to the elements a little better. The UE Boom 2 has very good sound quality, even when the volume is all the way up - and it gets very loud. If turned all the way up while in the house, it's actually too loud. The UE Boom 2 has been primarily used at the beach and have no issues with hearing the music even when you're not near the speaker. The fact that it's waterproof and seems to be fairly sand/dust proof, and durable overall, are big pluses. Bluetooth connection is easy and effective. I'd highly recommend this speaker."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","The bose has great bass but I actually prefer the overall sound coming ...","Style: Phantom Edition",5,"I've had the Bose Mini Soundlink I for 4 years and it's recently had issues so I replaced it with this.  The bose has great bass but I actually prefer the overall sound coming out of this.  I also prefer the design aesthetics compared to the bose.  This feels like a mac, bose feels like a PC :-)"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Fantastic build quality, sound in a small package","Style: Phantom Edition",5,"Really enjoying using this wireless speaker. Bought it for use on the golf course and this thing fits perfectly in the cup holders. Sound quality is very good for the size and build quality is amazing. Great user interface, and I've had no problems connecting bluetooth with my iPhone and utilizing the app. Buttons work great and provide good tactile feedback. For those struggling with the tapping functionality at the top to skip songs, I've found that you have to tap relatively slowly. Fast taps do not work. Overall great choice and I'm very happy with the purchase."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great distance, easy operation","Style: Phantom Edition",5,"As far as portable speakers go... this one is the JAM.Great distance, easy operation, impressive volume, app integration.It doesn't replace a true sub/component system, obviously. But I'm super happy with this thing. Buy, don't think twice."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","I LOVE this speaker. Used mostly with my iPhone 6s.","Style: Yeti Edition",5,"I really love this speaker.  It can get real loud and music sounds good from it.  The pairing is probably the EASIEST I have ever experienced.  It synced in seconds and maintains the connection beautifully.  I LOVE that it's waterproof so I can listen to it in the shower without worrying about it.  It's a lot smaller than I expected which is awesome. Super small with super big sound.  It doesn't maintain any kind of connection remotely close to 100 FT but companies make false Bluetooth range claims all the time.  It's closer to 30 FT which is good enough for my purposes in most situations I'm in.  I bought the gorgeous Yeti color and my only complaint in this is with the god awfully ugly yellow charger cable and plug. I appreciate the tangle free design but the yellow color is hideous and clashes horribly with the white unit. I wish they had gone with a white or black color and I'd have preferred the normal, round cable design instead of the flat design but it's the color that's horrid. I keep the cable out of sight.  Other than that, this speaker is a must MUST have. Although I usually use it with my iPhone 6s, I've also began using it in place of my Macbook Pros built in speaker.  After using the UE Boom, I realized how tinny my Macbook Pro built in speakers are in comparison."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Love it, great sound.","Style: Phantom Edition",5,"Love this thing, I was researching bluetooth speakers for a short while before I decided on this one and I'm glad I went with it. Battery life is good, sound is great, lots of features. The app is very convenient for controlling the speaker. I've definitely been recommending this thing to everyone."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","I am sure there are other speakers on the market in this same price range that are equal to and potentially perform better, but","Style: Phantom Edition",4,"A lot of mixed reviews on this speaker, and I cannot say that I have done a lot of comparison. I am sure there are other speakers on the market in this same price range that are equal to and potentially perform better, but I have no regrets on making this purchase. I do like the fact that this can pair with similar UE BOOM speakers, for a multi-speaker experience. No regrets on making this purchase."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","i love this. i kept buying $30 then $50 then ...","Style: Cherrybomb Edition",5,"i love this.  i kept buying $30 then $50 then $100 speakers and they were never loud enough.  this is perfect for an outdoor bbq.  if you put it inside an empty cooler, it amplifies the bass!  if you press both the + and - together that will tell you how much battery you have left - awesome feature!  we haven't tried it on our boat yet - but i have no doubt i won't be disappointed."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Love this speaker!","Style: Cherrybomb Edition",5,"This is absolutely a great speaker. With the latest update, I can ask it to play any song and it does. I love this thing! I use it with Amazon Prime Music and Google Play Music on m my Nexus 6p. I cannot recommend this enough. Great sound that folks the house, and it's waterproof too.  I only have one, but plan to purchase more to use simultaneously. Great product."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Speakers sound pretty good, not sure they're worth $200. My box was very damaged.","Style: BrainFreeze Edition",4,"These speakers do sound very good. There's not a lot of bass but they do have pretty good range - definitely does not muddle any of the music. Tested against a wide range of music, including classical, alternative, rock, and EDM. All sounded reasonably good. The packaging came pretty badly damaged, I've attached pictures. Other than that and the very high price, all is good."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Good buy and satisfied","Style: Tropical Edition",5,"Absolute love this thing, the bass is good and the speaker gets very loud. I have many BT speakers and most recently used Pyles splash proof rugged one. That's much heavier than this but the range of the BT is seriously short. So I decided it was time for an upgrade. Got an amazing price on this particular color in an open box scenario and at first I thought I was going to have a problem as it paired but no sound came out. I factory reset the speaker and now it's a dream. Pyles speaker is much cheaper and the doesn't sound as good very loud but has a deeper bass, but that doesn't matter if you can't get a clear sound loud. I mainly use the speaker for watching tv shows and movies, only play music to clean the house. I'm overall very pleased with this speaker."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great speaker with strong sound.","Style: Phantom Edition",4,"UE BOOM 2 Wireless Bluetooth Speaker - Phantom Edition is a well made speaker, that has good sound, waterproof and easy to set up and use.I cannot review how the packing for the actual purchased item is as I received a 'review' product that is just the speaker wrapped in plastic with a cardboard sleeve, no box or packing and instruction book on the outside under the plastic. If you buy the product I imagine you will receive a much more well packaged item. So my review is limited to what I received and might vary a bit from the actual product purchased.The speaker itself is good sized. 8 inches tall and 5 inch across. Connecting it to a bluetooth device is very simple. The instructions are clear and it connects fine. The additional software you can download gives you even more functions and I do recommend that you install it. The sound is nice and bright with a good bass tone.This speaker was used both inside and outside at a party we had. I wanted to see how the sound quality was in different environments. I can say it does give enough volume to be used in both. We were at a park when using it outside and it provided enough sound for us to enjoy the music, but not so loud to be an annoyance to others there.Set up is easy, controls are very simple to use, it is waterproof if needed, extra software for more features are available, it comes with the needed cables to charge and connect device, and is compact enough to take with you. The UE BOOM 2 Wireless Bluetooth Speaker - Phantom Edition has all the features you could want in a speaker of this type. One star off because I do think its a bit overpriced. Being priced as high as it is will prevent most people from buying a second one to pair with it, which would be great.Quality wise this us an excellent product. Recommended."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Save for the Megaboom","Style: Phantom Edition",5,"Good dynamic range and a reasonable amount of compression detectable at higher volumes (although most audiophiles know compression is a loudness and power-consumed type of calculation). I bought this product in hopes of putting it in the bottle cage of my bike. Sadly, it is too small for most cages. If I had known that, I would have perhaps purchased the Megaboom. I still might, but I digress.I would recommend the Boom 2 for the college student looking to get others to appreciate music. As some of the other reviews had mentioned-one can only pack so much into a confined space. The smaller the cone and driver, the worse the sound quality. For the size, Logitech has definitely hired the right engineers on the UE line of products.Some genres really pop with this unit, especially if they stick around the mid range-soft rock, rock, jazz, and motown are good examples. Saxophone and acoustic guitar sounds unbelievably crisp and clear. Genres with lower frequencies I would stay away from- metal and R&B especially. If you're a Five Finger Death Punch or Snoop Dogg fan, this is not really the speaker for you...that is, if you haven't heard songs in that genre on an actual stereo (LCR,SW). Having my own THX Pioneer system to compare this speaker to, lots of high and low noises are almost ignored by the Boom 2. But if you've never had an actual stereo to compare to, you will be thoroughly happy. It's better than any Bose Headphone or cheap soundbar out on the market. If this speaker is in your financial lane, pick it up and you'll be happy. If you possess the ability to demonstrate self-control to save your money, get the Megaboom. Although I have not physically heard it first hand, the unit is larger and based on the same technology as the Boom and Boom 2. For $100 more, I'd say it would be worth it.  Who knows, if you're even more attentive to self-control...there might be a Megaboom 2 soon...You know, if you are really about getting into quality sound and experiencing music, check out Bowers & Wilkins. I am sure there is a display somewhere local that you can find a setup to listen to. They are THE comapany all other companies try to aspire to when it comes to sound production. When studios are mixing the audio tracks for movies and theatrical music, they use B&W. Just a thought. It never hurts to know what is out there, especially to get a frame of reference."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Pair of UE 2","Style: BrainFreeze Edition",3,"I was expecting qute a lot from it with the hefty price paid. I bought  a pair of UE Boom 2 expecting great stereo and improved sound quality while pairing two speakers.  Positives- seamless pairmant, loud, real - working stereo with right and left channel configuration option, unique for BL speakers. Individual speaker really delivers 360 degress sound, no directional bias. The quality of manufacturing is very good, we will se how it stands within next months. It looks like the speakers are up to the weather so it is a good choice for outdoor usage.Cons- the quality of sound is average, no real bass, overall  far from Jawbone not to mention Bose. EQ included into application can only make sound worse, not better- standard settings are the only optimal solution. Second issue- bluetooth connection is not perfect and has a tendency to struggle in most unexpected moments. It does not happen very often but frequently enough to notice. Not sure if I would buy again knowing all the details, Pricey."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Best purchase of the year","Style: Phantom Edition",5,"Absolutely fantastic - huge sound, very portable, water-resistant for listening in the shower, and very good range. I was on the edge when this was $200, but then it dropped to 150 and I snapped it up. Absolutely worth it."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great sound for the money.","Style: Phantom Edition",5,"It is fantastic the sound is great and I now have 2 that I can Bluetooth music through my phone at the same time. If I position my phone in the right place I can have music right through the house. He price was considerably better than the first one I bought at JB Hifi. Very Happy"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","I got this over the Bose alternative, and I love it.","Style: Phantom Edition",5,"I use this around my apartment primarily.  I have a basic R/L and sub setup in my LR, but it's a pain to be working around my apartment trying to listen to the main stereo.  I either couldn't hear it that well, or I'd have to turn it up and annoy the neighbors.  I wanted a good bluetooth speaker to use in those instances.  When I was considering what to get, it essentially came down to the Bose and UE Boom 2.  There seemed to be some reliability issues with the Bose and I didn't think I would notice a quality difference for the jump in price.  I'm just not an audiophile.  In addition, I liked the sleek look of the UE Boom 2, and that is what I went with.  I still good charge, but I couldn't give an estimate as I'm always turning it on and off for widely varying periods across the course of a week."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Save your money to buy this, it's worth it.","Style: BrainFreeze Edition",5,"Had 2 Miccus speakers die on me, should've bought this one. I really didn't think that the sound would be that much better but I was really wrong with that logic. I run this speaker at parties, my golf cart, by the hot tub, in a crowd at a BBQ cook-off, etc. I hate to admit, it's easier to hook this speaker up to my cell and run Pandora than it is to turn on the stereo, ... and it's great poolside."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","So many problems.","Style: Yeti Edition",1,"Worst product I have ever purchased from Amazon, and furthermore any website. The speaker, app, and computer app have so many issues.1. App does not recognize connected UE Boom.2. Mac update assistant does not recognize the boom.3. Boom has random volume shifts for no apparent reason. It will be on 70% and will be not loud, out of no where spike to 100%4. Boom randomly stops playing the music, which I then have to turn off and on.Overall, this product is not advisable to buy. The only thing that works about the speaker is the fact that it can simply connect to your phone. If you buy this, dont expect any of the features advertised, only the feature to play music. Too many problems, bad product."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","This is probably his favorite of all","Style: Phantom Edition",5,"I bought this for my boyfriend for Christmas.  This is probably his favorite of all. He absolutely loves it. The sound has good clarity and can get really loud. It's portable where he can take it anywhere with him. I would highly recommend the Boom for anyone who would love to be able to listen to their favorite music anywhere!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great speaker!!!","Style: Phantom Edition",5,"Phenomenal sound with plenty of volume!  I had originally planned on ordering another so that I could have one at each end of the pool playing in stereo through the app, but honestly, I don't think we need another one.  Guess they built the boom too well!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","This made my days more enjoyable!","Style: Phantom Edition",5,"My boss purchased one and I was hooked. When mine arrived we realized we could sync the two. Really nice!!! Great by itself though. Very good frequency range. Plenty of bass. Makes my iPad use more enjoyable. BUT...the only bad thing is there is a minor latency issue. This only matters when watching videos. So the sound arrives milliseconds late. Other than that this was the best purchase I've made in a long time! Friends always ask about it and want one."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great small speaker, but potential quality issues.","Style: Green Machine Edition",4,"I bought two of these for work to replace our dead Jambox. One of them was dead out of the box. We could pair, but no sound. Turned on the other one and it was perfect.Overall the sound quality is great. I use them for a large, open office. It's loud enough for my team in the immediate vicinity to clearly have music - without interrupting folks around us.Would rate 5 stars if I didn't have to deal with the warranty hassle of the first speaker."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","UE BOOM 2, good to bluetooth speaker.","Style: BrainFreeze Edition",5,"This product is great for me, as I use it in an opened area sometimes and the music gets out. It has good up time as described. A good feature it has is in the app to download to get updates and to see the battery level also the eq control. And the bass is awesome. This is a good buy."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Worth the money.","Style: Yeti Edition",5,"Makes all my other blue tooth speakers hang their heads in shame.  I have the BIG bohm and you can't hear it when this is turned up next to it and its a 1/3 of the size.  So far very happy with this purchase."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Awsome SOUND","Style: BrainFreeze Edition",5,"This has the most incredible sound even outside when working in the yard. It worked so well I bought a second one because I found out they can link to each other from 1 sound source. Easy to connect via the simple FREE App. The sound is so great I feel it's worth every penny."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Not worth it","Style: Phantom Edition",1,"Good sound from such a little speaker, but it blew up after 10 minutes of playing it with the volume all the way up, so this is a unit where the speakers cannot handle the amplifier's output - useless"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Works Great","Style: BrainFreeze Edition",5,"This is for the ue boom2. WoW best Bluetooth speaker I've ever had. Works fine with my Samsung phone and even my smart tv,my 2 different amazon tablets work fine. So far only been using it for a few days and no complaints"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Would definitely recommend to others","Style: Green Machine Edition",5,"This is one of the best things I've ever bought off Amazon.  I use it all the time, it's easy to set up, it's loud, and it's waterproof.  What more could you ask for!  I use it in the shower all the time because my old speakers were hard to hear over the shower and fan, but if you can bring the speakers into the shower then there's less noise to deal with.It's also great to bring to outdoor events because if it starts to spontaneously rain then you're not screwed."
